sat1,sat2,distance_km,rel_velocity,approach_rate,collision
IRIDIUM 33 DEB,COSMOS 2251 DEB,1816.91,9.212,9.194,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11090.129,7.182,2.574,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10342.872,9.869,0.049,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7481.124,12.394,12.387,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10268.909,6.918,2.312,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6533.627,6.687,-0.875,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13432.76,9.149,0.292,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11202.594,14.574,-2.367,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11737.271,12.597,-0.371,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5519.853,13.591,4.741,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8143.631,11.782,-11.72,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12266.031,13.166,0.159,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6.235518446493921,7.582443882989583,-5.7505822407466205,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,13070.217,10.071,-1.704,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6651.535,5.958,2.939,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,14152.652,14.975,0.089,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8257.986,13.389,6.396,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8497.926,7.484,-2.993,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12241.31,12.921,0.623,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9598.522,14.546,0.811,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13837.02,11.58,-1.782,0
IRIDIUM 33,COSMOS 2251 DEB,10635.376,8.465,-7.322,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13701.184,1.427,-0.877,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12877.992,4.947,2.595,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6698.722,11.139,1.665,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11208.8,14.903,0.956,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8439.324,4.963,-1.932,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,19.95833737100464,12.952673118598902,-15.886771964769949,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,2574.592,12.065,11.289,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8258.126,12.225,-0.096,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7528.992,14.799,2.367,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,2672.212,2.535,0.962,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,4010.873,14.556,-11.258,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13119.696,8.431,-2.667,0
IRIDIUM 33,COSMOS 2251 DEB,12702.879,5.452,5.398,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,2347.651,13.515,12.541,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13013.939,12.707,0.325,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5.522841371868589,8.22353844974723,-9.750569350902422,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,14296.835,1.699,0.125,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,4748.109,4.169,-3.247,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,29.495891273036435,9.720669451099992,-13.674186096898168,1
IRIDIUM 33 DEB,COSMOS 2251,4229.702,10.927,-10.154,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11129.973,3.074,3.037,0
IRIDIUM 33,COSMOS 2251 DEB,6979.184,7.318,-0.145,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,33.105334765137776,7.099055930955858,-13.420768712156143,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,3367.753,3.42,-1.671,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6318.559,4.076,-3.207,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3455.543,3.76,-0.313,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,1846.449,1.004,0.155,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,45.7857873159122,12.476093801762511,-8.43617233033922,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,2611.885,4.309,0.496,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12193.438,13.243,-0.195,0
IRIDIUM 33 DEB,COSMOS 2251,3268.546,14.858,8.202,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11799.768,14.77,-0.394,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,40.20875054732496,9.374749220237291,-18.34288830302908,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,31.655232587695494,8.342438908169608,-7.7324867573746765,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,11361.127,10.392,-8.08,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,14.406258229525347,8.505875588065969,-13.679644965843949,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,13218.785,4.285,-4.278,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12953.962,12.281,-0.427,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11605.102,5.517,4.273,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,49.35090336172561,8.482554670233004,-15.691415125188774,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,9483.099,10.738,10.063,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11609.659,12.354,4.754,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,41.847473531667276,6.52859139184332,-7.730494638214067,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,10858.054,12.071,-0.492,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,4448.571,4.102,-1.93,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12327.741,12.928,-1.796,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,44.65630448126711,7.016273200477445,-5.240335280602576,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,5049.806,1.025,0.316,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8935.059,14.115,-2.948,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11572.044,14.241,-3.285,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8579.437,2.843,-0.372,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7310.609,9.334,-9.159,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10366.45,2.348,2.307,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3692.152,3.973,-1.348,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5902.575,14.709,-0.818,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11715.37,8.216,-3.006,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,1213.476,3.886,2.845,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3776.53,12.433,-9.648,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9763.111,10.787,0.266,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10772.866,6.164,2.238,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13471.143,8.906,-3.049,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8580.901,12.713,-9.55,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8654.124,13.021,-6.878,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7060.551,12.101,10.776,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,4115.256,3.444,0.581,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11963.214,9.474,6.395,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12595.392,11.871,3.17,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5936.94,14.351,6.875,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7125.596,13.676,-8.827,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11831.113,12.064,-0.515,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10661.926,7.396,7.363,0
IRIDIUM 33 DEB,COSMOS 2251,5221.439,12.002,6.929,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9244.128,9.351,5.94,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8.94094412252093,14.997176732861305,-11.055951822769204,1
IRIDIUM 33,COSMOS 2251 DEB,10562.491,11.671,-0.748,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12722.367,12.544,1.103,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13387.28,3.332,-3.33,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11754.095,11.995,0.642,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11566.162,13.467,3.142,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13964.426,4.47,3.222,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12790.816,12.569,-0.28,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12986.977,13.699,-0.191,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10468.243,3.474,2.036,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,48.50900192202813,14.36829739324758,-8.923261861230102,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,7434.748,14.272,7.622,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,46.52003379095736,11.279003894909078,-16.642735777660654,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,14023.49,14.213,0.01,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7722.241,12.609,-12.063,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10723.413,5.711,-3.626,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,14260.002,13.707,0.221,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3458.809,14.366,12.861,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3288.857,8.686,-6.047,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8373.866,12.52,-4.853,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,26.351041372712817,13.721239089441514,-16.99774633632785,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,11807.553,14.38,2.24,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12228.037,11.489,-4.515,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8872.645,10.489,6.84,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11359.521,8.527,-3.003,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9737.522,9.512,3.573,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,49.307052659232106,6.368856300688073,-9.610610716607532,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,11003.161,10.74,4.447,0
IRIDIUM 33,COSMOS 2251 DEB,11257.276,10.298,7.945,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3859.727,14.753,-6.929,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9290.342,14.438,0.161,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7358.979,12.622,5.178,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5675.15,8.622,-0.348,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10856.67,8.551,8.47,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9811.927,11.07,-10.301,0
IRIDIUM 33 DEB,COSMOS 2251,8210.432,9.078,-6.303,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8301.379,12.166,-11.72,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6020.852,7.206,7.159,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10460.631,14.051,-3.844,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13278.384,11.045,3.021,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6185.053,5.707,0.001,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,2172.025,14.964,6.263,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6985.686,6.837,-0.57,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13813.924,11.146,1.156,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3437.173,14.479,12.116,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9126.898,8.847,-0.209,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11023.909,12.102,6.831,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,14521.774,9.04,0.747,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6277.627,9.815,-5.721,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13100.312,12.437,-1.119,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6509.794,7.729,2.965,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7827.583,12.171,11.968,0
IRIDIUM 33 DEB,COSMOS 2251,9391.767,6.484,-6.206,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7770.79,13.391,10.615,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8.243633612218758,5.547616388220313,-18.775550269541156,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,5247.182,5.75,0.129,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10690.791,6.291,2.279,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6837.312,13.269,0.055,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13205.137,14.282,-0.366,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9910.27,14.11,-4.61,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,2337.422,2.175,1.019,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12930.397,7.634,-3.409,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12922.516,13.712,-0.485,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,14059.519,14.418,0.36,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9379.472,11.47,10.316,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,2082.564,3.089,0.702,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,1228.915,13.64,-12.656,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7932.317,12.638,-11.156,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11724.323,11.254,-0.705,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10825.838,9.58,-9.179,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13471.133,10.23,2.479,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13759.551,5.378,-1.837,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10091.478,10.388,-9.8,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12278.476,9.234,-7.186,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11531.912,13.281,-0.917,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11209.949,13.341,-3.411,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6.317549215466691,5.827986679251264,-14.092033915187622,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,12215.165,7.384,7.232,0
IRIDIUM 33,COSMOS 2251 DEB,8260.608,13.8,7.983,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13779.321,14.387,0.011,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7537.396,8.954,3.218,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8306.039,10.18,-8.748,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10093.798,14.002,-1.309,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7332.018,9.249,-8.34,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,27.36090941802504,9.008514167636399,-14.740596031862289,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,13049.366,11.064,-4.319,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5587.398,13.481,-11.624,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5663.465,6.461,0.157,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,42.99143121622908,7.931477302610133,-13.53668714507291,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,12787.837,6.16,5.818,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11367.601,12.251,0.505,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7929.62,12.313,10.902,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12056.293,2.928,-1.564,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10648.258,6.138,-5.943,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9716.18,10.689,-2.137,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6114.831,6.203,0.435,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13461.386,3.789,3.742,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6005.441,12.75,1.925,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12864.199,3.406,2.617,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5908.098,3.562,0.746,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,47.102508034437996,9.00763060875326,-9.003304663770786,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,10482.187,14.328,-0.188,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7285.67,9.334,9.314,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,24.884942662397528,8.831385282494974,-6.035769567395333,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,5667.572,7.172,1.498,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13143.69,13.576,-0.218,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12983.312,11.832,0.489,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10658.231,11.022,-0.431,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13976.475,7.625,-1.853,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10421.41,12.564,-7.444,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12606.72,13.664,-0.582,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,14005.558,12.465,1.189,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11363.455,11.092,-0.238,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10375.706,11.37,1.056,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11339.155,4.101,-2.123,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,1457.878,14.717,3.695,0
IRIDIUM 33 DEB,COSMOS 2251,4573.94,14.482,6.182,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,2996.359,3.01,1.103,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6394.555,14.976,-1.955,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6899.73,2.878,-2.772,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12712.857,2.628,-0.315,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3675.67,14.781,7.191,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5655.656,14.036,7.57,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9773.655,14.687,2.854,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6454.611,13.87,11.024,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10167.622,7.367,-2.587,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,4874.223,14.076,11.224,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7414.206,12.955,-12.169,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11036.622,9.184,-8.471,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13654.696,12.421,-2.268,0
IRIDIUM 33 DEB,COSMOS 2251,10253.038,13.383,4.49,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9655.963,10.899,-9.756,0
IRIDIUM 33,COSMOS 2251 DEB,11877.976,6.229,-5.213,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11235.36,11.834,-1.103,0
IRIDIUM 33,COSMOS 2251,13523.462,12.837,2.272,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,4667.54,4.424,3.355,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13519.379,14.314,-0.294,0
IRIDIUM 33,COSMOS 2251 DEB,4439.599,10.136,2.998,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,14224.366,8.613,-2.133,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8478.295,8.013,1.354,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8679.548,9.367,-0.098,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10579.567,6.359,-2.822,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10539.449,8.783,8.781,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11382.595,14.941,0.099,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10022.826,10.351,-0.355,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12782.343,12.348,1.434,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12948.894,7.9,5.361,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7073.303,5.374,-4.917,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12063.886,9.368,-4.403,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6043.767,6.064,-0.417,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11722.417,9.39,0.378,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,21.2702030901756,12.375012481097484,-10.119383367486858,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,13176.29,5.831,5.157,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9302.923,12.632,8.526,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7111.069,10.355,-10.205,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7389.477,8.84,-3.073,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,4386.503,12.878,12.769,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3012.995,12.649,11.965,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12.48173593981927,6.275803027955638,-8.709250406635382,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,2044.331,5.211,-3.835,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9345.467,12.534,-0.646,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9396.729,12.493,-8.872,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9410.988,10.283,-0.1,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12238.335,11.282,0.229,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,20.225984352669986,6.486627277531129,-8.859402182000284,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,625.688,8.069,6.141,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13296.096,10.618,-0.482,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8775.043,8.408,8.304,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13082.101,11.514,-4.086,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10304.767,1.962,1.707,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9438.304,10.959,4.698,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,15.559991026497118,8.764633668780496,-17.291369823089997,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,9183.004,11.3,-5.18,0
IRIDIUM 33,COSMOS 2251 DEB,13512.425,2.938,1.514,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8734.91,11.513,11.473,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5028.286,10.814,-8.741,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13918.117,2.291,-0.741,0
IRIDIUM 33,COSMOS 2251 DEB,11106.681,11.096,-0.829,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8920.671,12.722,-3.289,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10078.604,11.91,2.641,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,26.475443365795773,13.105533307818328,-11.480821541710558,1
IRIDIUM 33 DEB,COSMOS 2251 DEB,8073.342,13.916,-3.852,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9954.164,10.116,-0.97,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,5038.356,14.007,-8.446,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10828.834,9.231,-8.538,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7859.792,7.963,1.158,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11453.501,11.051,-4.71,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12344.27,14.793,-1.501,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13640.125,9.542,3.933,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,4946.454,14.729,2.303,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9212.436,11.427,11.008,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,14022.348,14.999,0.045,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12034.784,10.484,6.826,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,14174.721,5.301,-0.815,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12928.812,8.228,-4.218,0
IRIDIUM 33,COSMOS 2251 DEB,11946.702,11.938,0.316,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,10476.745,9.565,-2.774,0
IRIDIUM 33 DEB,COSMOS 2251,10544.308,5.138,-2.331,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11002.243,13.065,-4.451,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13976.485,2.452,0.829,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8997.031,11.885,-0.349,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7583.811,7.843,-0.297,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,3511.887,13.953,13.725,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9618.308,14.012,-1.221,0
IRIDIUM 33 DEB,COSMOS 2251,10987.974,5.441,-1.736,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9360.058,12.668,4.844,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11974.0,12.353,-0.31,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12985.27,13.109,-0.663,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6697.591,14.322,8.324,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13754.335,14.314,0.77,0
IRIDIUM 33 DEB,COSMOS 2251,12956.476,14.699,-0.099,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12689.092,13.24,1.992,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12881.12,13.759,-2.621,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12515.229,4.61,4.254,0
IRIDIUM 33 DEB,COSMOS 2251,10337.49,14.329,-3.028,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,12606.468,13.839,1.512,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,7046.095,11.443,10.123,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,14091.703,13.944,0.21,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,6226.752,13.702,-12.364,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,4821.875,4.085,-0.387,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8628.306,10.482,7.799,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13998.642,14.594,0.45,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13022.383,3.127,-0.999,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,11474.638,14.38,-2.604,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,8240.231,10.409,10.398,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,14292.277,1.515,1.379,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,9017.595,14.561,-1.282,0
IRIDIUM 33 DEB,COSMOS 2251 DEB,13107.446,4.815,4.741,0
